sigma_a_Yb:CaF2_x	sigma_a_Yb:CaF2_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
1.03870e+03	1.93566e-22	1.03870e+03	3.40360e-21	1.03870e+03	4.21665e-21	1.03870e+03	3.40360e-21	1.03870e+03	1.56243e-22
1.03905e+03	1.90175e-22	1.03905e+03	3.36768e-21	1.03905e+03	4.20771e-21	1.03905e+03	3.36768e-21	1.03905e+03	1.52208e-22
1.03940e+03	1.86044e-22	1.03940e+03	3.33242e-21	1.03940e+03	4.18081e-21	1.03940e+03	3.33242e-21	1.03940e+03	1.48291e-22
1.03975e+03	1.81953e-22	1.03975e+03	3.30034e-21	1.03975e+03	4.15287e-21	1.03975e+03	3.30034e-21	1.03975e+03	1.44600e-22
1.04010e+03	1.79071e-22	1.04010e+03	3.27274e-21	1.04010e+03	4.15105e-21	1.04010e+03	3.27274e-21	1.04010e+03	1.41182e-22
1.04045e+03	1.75906e-22	1.04045e+03	3.24910e-21	1.04045e+03	4.14142e-21	1.04045e+03	3.24910e-21	1.04045e+03	1.38004e-22
1.04080e+03	1.72475e-22	1.04080e+03	3.22863e-21	1.04080e+03	4.12409e-21	1.04080e+03	3.22863e-21	1.04080e+03	1.35026e-22
1.04115e+03	1.68055e-22	1.04115e+03	3.21156e-21	1.04115e+03	4.08116e-21	1.04115e+03	3.21156e-21	1.04115e+03	1.32247e-22
1.04150e+03	1.63998e-22	1.04150e+03	3.19821e-21	1.04150e+03	4.04477e-21	1.04150e+03	3.19821e-21	1.04150e+03	1.29674e-22
1.04185e+03	1.62664e-22	1.04185e+03	3.18757e-21	1.04185e+03	4.07440e-21	1.04185e+03	3.18757e-21	1.04185e+03	1.27258e-22
1.04220e+03	1.58592e-22	1.04220e+03	3.17790e-21	1.04220e+03	4.03431e-21	1.04220e+03	3.17790e-21	1.04220e+03	1.24926e-22
1.04255e+03	1.55483e-22	1.04255e+03	3.16881e-21	1.04255e+03	4.01680e-21	1.04255e+03	3.16881e-21	1.04255e+03	1.22659e-22
1.04290e+03	1.54032e-22	1.04290e+03	3.16181e-21	1.04290e+03	4.04125e-21	1.04290e+03	3.16181e-21	1.04290e+03	1.20512e-22
1.04325e+03	1.51407e-22	1.04325e+03	3.15812e-21	1.04325e+03	4.03414e-21	1.04325e+03	3.15812e-21	1.04325e+03	1.18529e-22
1.04360e+03	1.46057e-22	1.04360e+03	3.15646e-21	1.04360e+03	3.95208e-21	1.04360e+03	3.15646e-21	1.04360e+03	1.16654e-22
1.04395e+03	1.41177e-22	1.04395e+03	3.15391e-21	1.04395e+03	3.87935e-21	1.04395e+03	3.15391e-21	1.04395e+03	1.14777e-22
1.04430e+03	1.36837e-22	1.04430e+03	3.14905e-21	1.04430e+03	3.81842e-21	1.04430e+03	3.14905e-21	1.04430e+03	1.12849e-22
1.04465e+03	1.34070e-22	1.04465e+03	3.14340e-21	1.04465e+03	3.79925e-21	1.04465e+03	3.14340e-21	1.04465e+03	1.10926e-22
1.04500e+03	1.34848e-22	1.04500e+03	3.13924e-21	1.04500e+03	3.88049e-21	1.04500e+03	3.13924e-21	1.04500e+03	1.09089e-22
1.04535e+03	1.36665e-22	1.04535e+03	3.13664e-21	1.04535e+03	3.99370e-21	1.04535e+03	3.13664e-21	1.04535e+03	1.07336e-22
1.04570e+03	1.39442e-22	1.04570e+03	3.13365e-21	1.04570e+03	4.13792e-21	1.04570e+03	3.13365e-21	1.04570e+03	1.05600e-22
1.04605e+03	1.40584e-22	1.04605e+03	3.12901e-21	1.04605e+03	4.23633e-21	1.04605e+03	3.12901e-21	1.04605e+03	1.03837e-22
1.04640e+03	1.38861e-22	1.04640e+03	3.12355e-21	1.04640e+03	4.24907e-21	1.04640e+03	3.12355e-21	1.04640e+03	1.02079e-22
1.04675e+03	1.33506e-22	1.04675e+03	3.11845e-21	1.04675e+03	4.14830e-21	1.04675e+03	3.11845e-21	1.04675e+03	1.00362e-22
1.04710e+03	1.28996e-22	1.04710e+03	3.11302e-21	1.04710e+03	4.07002e-21	1.04710e+03	3.11302e-21	1.04710e+03	9.86643e-23
1.04745e+03	1.27232e-22	1.04745e+03	3.10563e-21	1.04745e+03	4.07630e-21	1.04745e+03	3.10563e-21	1.04745e+03	9.69350e-23
1.04780e+03	1.26747e-22	1.04780e+03	3.09656e-21	1.04780e+03	4.12334e-21	1.04780e+03	3.09656e-21	1.04780e+03	9.51847e-23
1.04815e+03	1.27590e-22	1.04815e+03	3.08817e-21	1.04815e+03	4.21471e-21	1.04815e+03	3.08817e-21	1.04815e+03	9.34867e-23
1.04850e+03	1.24189e-22	1.04850e+03	3.08113e-21	1.04850e+03	4.16551e-21	1.04850e+03	3.08113e-21	1.04850e+03	9.18597e-23
1.04885e+03	1.22097e-22	1.04885e+03	3.07121e-21	1.04885e+03	4.15834e-21	1.04885e+03	3.07121e-21	1.04885e+03	9.01768e-23
1.04920e+03	1.22743e-22	1.04920e+03	3.05132e-21	1.04920e+03	4.24459e-21	1.04920e+03	3.05132e-21	1.04920e+03	8.82364e-23
1.04955e+03	1.25064e-22	1.04955e+03	3.01742e-21	1.04955e+03	4.39131e-21	1.04955e+03	3.01742e-21	1.04955e+03	8.59358e-23
1.04990e+03	1.28035e-22	1.04990e+03	2.97162e-21	1.04990e+03	4.56464e-21	1.04990e+03	2.97162e-21	1.04990e+03	8.33519e-23
1.05025e+03	1.33149e-22	1.05025e+03	2.91933e-21	1.05025e+03	4.81978e-21	1.05025e+03	2.91933e-21	1.05025e+03	8.06479e-23
1.05060e+03	1.35296e-22	1.05060e+03	2.86440e-21	1.05060e+03	4.97260e-21	1.05060e+03	2.86440e-21	1.05060e+03	7.79356e-23
1.05095e+03	1.34468e-22	1.05095e+03	2.80835e-21	1.05095e+03	5.01787e-21	1.05095e+03	2.80835e-21	1.05095e+03	7.52576e-23
1.05130e+03	1.28973e-22	1.05130e+03	2.75353e-21	1.05130e+03	4.88650e-21	1.05130e+03	2.75353e-21	1.05130e+03	7.26759e-23
1.05165e+03	1.19491e-22	1.05165e+03	2.70441e-21	1.05165e+03	4.59653e-21	1.05165e+03	2.70441e-21	1.05165e+03	7.03038e-23
1.05200e+03	1.13757e-22	1.05200e+03	2.66403e-21	1.05200e+03	4.44288e-21	1.05200e+03	2.66403e-21	1.05200e+03	6.82111e-23
1.05235e+03	1.14132e-22	1.05235e+03	2.63005e-21	1.05235e+03	4.52562e-21	1.05235e+03	2.63005e-21	1.05235e+03	6.63276e-23
1.05270e+03	1.15784e-22	1.05270e+03	2.59647e-21	1.05270e+03	4.66121e-21	1.05270e+03	2.59647e-21	1.05270e+03	6.44958e-23
1.05305e+03	1.15437e-22	1.05305e+03	2.55980e-21	1.05305e+03	4.71816e-21	1.05305e+03	2.55980e-21	1.05305e+03	6.26292e-23
1.05340e+03	1.14848e-22	1.05340e+03	2.52213e-21	1.05340e+03	4.76567e-21	1.05340e+03	2.52213e-21	1.05340e+03	6.07808e-23
1.05375e+03	1.15705e-22	1.05375e+03	2.48694e-21	1.05375e+03	4.87439e-21	1.05375e+03	2.48694e-21	1.05375e+03	5.90332e-23
1.05410e+03	1.14445e-22	1.05410e+03	2.45326e-21	1.05410e+03	4.89476e-21	1.05410e+03	2.45326e-21	1.05410e+03	5.73601e-23
1.05445e+03	1.10615e-22	1.05445e+03	2.41625e-21	1.05445e+03	4.80293e-21	1.05445e+03	2.41625e-21	1.05445e+03	5.56479e-23
1.05480e+03	1.07140e-22	1.05480e+03	2.37391e-21	1.05480e+03	4.72279e-21	1.05480e+03	2.37391e-21	1.05480e+03	5.38539e-23
1.05515e+03	1.04073e-22	1.05515e+03	2.33064e-21	1.05515e+03	4.65732e-21	1.05515e+03	2.33064e-21	1.05515e+03	5.20808e-23
1.05550e+03	1.02959e-22	1.05550e+03	2.29206e-21	1.05550e+03	4.67745e-21	1.05550e+03	2.29206e-21	1.05550e+03	5.04523e-23
1.05585e+03	9.96441e-23	1.05585e+03	2.25730e-21	1.05585e+03	4.59556e-21	1.05585e+03	2.25730e-21	1.05585e+03	4.89443e-23
1.05620e+03	9.37618e-23	1.05620e+03	2.21951e-21	1.05620e+03	4.38986e-21	1.05620e+03	2.21951e-21	1.05620e+03	4.74059e-23
1.05655e+03	9.13350e-23	1.05655e+03	2.17507e-21	1.05655e+03	4.34106e-21	1.05655e+03	2.17507e-21	1.05655e+03	4.57629e-23
1.05690e+03	9.29896e-23	1.05690e+03	2.12963e-21	1.05690e+03	4.48665e-21	1.05690e+03	2.12963e-21	1.05690e+03	4.41384e-23
1.05725e+03	9.36230e-23	1.05725e+03	2.09172e-21	1.05725e+03	4.58558e-21	1.05725e+03	2.09172e-21	1.05725e+03	4.27063e-23
1.05760e+03	9.18124e-23	1.05760e+03	2.06033e-21	1.05760e+03	4.56493e-21	1.05760e+03	2.06033e-21	1.05760e+03	4.14385e-23
1.05795e+03	9.02709e-23	1.05795e+03	2.02265e-21	1.05795e+03	4.55614e-21	1.05795e+03	2.02265e-21	1.05795e+03	4.00748e-23
1.05830e+03	8.81652e-23	1.05830e+03	1.96736e-21	1.05830e+03	4.51708e-21	1.05830e+03	1.96736e-21	1.05830e+03	3.83993e-23
1.05865e+03	8.67859e-23	1.05865e+03	1.89956e-21	1.05865e+03	4.51354e-21	1.05865e+03	1.89956e-21	1.05865e+03	3.65245e-23
1.05900e+03	8.65689e-23	1.05900e+03	1.83911e-21	1.05900e+03	4.57019e-21	1.05900e+03	1.83911e-21	1.05900e+03	3.48367e-23
1.05935e+03	8.44732e-23	1.05935e+03	1.80233e-21	1.05935e+03	4.52679e-21	1.05935e+03	1.80233e-21	1.05935e+03	3.36329e-23
1.05970e+03	8.39172e-23	1.05970e+03	1.78615e-21	1.05970e+03	4.56474e-21	1.05970e+03	1.78615e-21	1.05970e+03	3.28362e-23
1.06005e+03	8.22450e-23	1.06005e+03	1.77204e-21	1.06005e+03	4.54114e-21	1.06005e+03	1.77204e-21	1.06005e+03	3.20935e-23
1.06040e+03	8.07640e-23	1.06040e+03	1.74493e-21	1.06040e+03	4.52647e-21	1.06040e+03	1.74493e-21	1.06040e+03	3.11340e-23
1.06075e+03	7.87859e-23	1.06075e+03	1.70617e-21	1.06075e+03	4.48201e-21	1.06075e+03	1.70617e-21	1.06075e+03	2.99916e-23
1.06110e+03	7.94055e-23	1.06110e+03	1.66786e-21	1.06110e+03	4.58513e-21	1.06110e+03	1.66786e-21	1.06110e+03	2.88841e-23
1.06145e+03	7.78130e-23	1.06145e+03	1.63729e-21	1.06145e+03	4.56065e-21	1.06145e+03	1.63729e-21	1.06145e+03	2.79352e-23
1.06180e+03	7.77722e-23	1.06180e+03	1.61019e-21	1.06180e+03	4.62666e-21	1.06180e+03	1.61019e-21	1.06180e+03	2.70665e-23
1.06215e+03	7.66448e-23	1.06215e+03	1.57862e-21	1.06215e+03	4.62798e-21	1.06215e+03	1.57862e-21	1.06215e+03	2.61438e-23
1.06250e+03	7.15237e-23	1.06250e+03	1.54194e-21	1.06250e+03	4.38348e-21	1.06250e+03	1.54194e-21	1.06250e+03	2.51592e-23
1.06285e+03	6.38168e-23	1.06285e+03	1.50717e-21	1.06285e+03	3.96972e-21	1.06285e+03	1.50717e-21	1.06285e+03	2.42291e-23
1.06320e+03	5.58818e-23	1.06320e+03	1.47988e-21	1.06320e+03	3.52815e-21	1.06320e+03	1.47988e-21	1.06320e+03	2.34395e-23
1.06355e+03	5.38461e-23	1.06355e+03	1.45774e-21	1.06355e+03	3.45048e-21	1.06355e+03	1.45774e-21	1.06355e+03	2.27486e-23
1.06390e+03	5.69498e-23	1.06390e+03	1.43435e-21	1.06390e+03	3.70391e-21	1.06390e+03	1.43435e-21	1.06390e+03	2.20540e-23
1.06425e+03	6.35238e-23	1.06425e+03	1.40720e-21	1.06425e+03	4.19318e-21	1.06425e+03	1.40720e-21	1.06425e+03	2.13181e-23
1.06460e+03	6.69743e-23	1.06460e+03	1.37964e-21	1.06460e+03	4.48694e-21	1.06460e+03	1.37964e-21	1.06460e+03	2.05932e-23
1.06495e+03	6.80421e-23	1.06495e+03	1.35540e-21	1.06495e+03	4.62648e-21	1.06495e+03	1.35540e-21	1.06495e+03	1.99340e-23
1.06530e+03	6.32563e-23	1.06530e+03	1.33386e-21	1.06530e+03	4.36519e-21	1.06530e+03	1.33386e-21	1.06530e+03	1.93291e-23
1.06565e+03	5.88994e-23	1.06565e+03	1.31191e-21	1.06565e+03	4.12508e-21	1.06565e+03	1.31191e-21	1.06565e+03	1.87319e-23
1.06600e+03	5.52569e-23	1.06600e+03	1.28898e-21	1.06600e+03	3.92760e-21	1.06600e+03	1.28898e-21	1.06600e+03	1.81346e-23
1.06635e+03	5.49929e-23	1.06635e+03	1.26786e-21	1.06635e+03	3.96699e-21	1.06635e+03	1.26786e-21	1.06635e+03	1.75759e-23
1.06670e+03	5.80196e-23	1.06670e+03	1.25035e-21	1.06670e+03	4.24755e-21	1.06670e+03	1.25035e-21	1.06670e+03	1.70791e-23
1.06705e+03	6.01466e-23	1.06705e+03	1.23411e-21	1.06705e+03	4.46869e-21	1.06705e+03	1.23411e-21	1.06705e+03	1.66105e-23
1.06740e+03	6.30972e-23	1.06740e+03	1.21519e-21	1.06740e+03	4.75752e-21	1.06740e+03	1.21519e-21	1.06740e+03	1.61166e-23
1.06775e+03	6.31366e-23	1.06775e+03	1.19283e-21	1.06775e+03	4.83113e-21	1.06775e+03	1.19283e-21	1.06775e+03	1.55887e-23
1.06810e+03	5.85492e-23	1.06810e+03	1.17011e-21	1.06810e+03	4.54655e-21	1.06810e+03	1.17011e-21	1.06810e+03	1.50684e-23
1.06845e+03	5.13103e-23	1.06845e+03	1.14970e-21	1.06845e+03	4.04347e-21	1.06845e+03	1.14970e-21	1.06845e+03	1.45893e-23
1.06880e+03	4.58333e-23	1.06880e+03	1.13058e-21	1.06880e+03	3.66534e-21	1.06880e+03	1.13058e-21	1.06880e+03	1.41373e-23
1.06915e+03	4.02931e-23	1.06915e+03	1.11008e-21	1.06915e+03	3.26998e-21	1.06915e+03	1.11008e-21	1.06915e+03	1.36785e-23
1.06950e+03	3.75402e-23	1.06950e+03	1.08824e-21	1.06950e+03	3.09162e-21	1.06950e+03	1.08824e-21	1.06950e+03	1.32140e-23
1.06985e+03	3.61262e-23	1.06985e+03	1.06832e-21	1.06985e+03	3.01915e-21	1.06985e+03	1.06832e-21	1.06985e+03	1.27831e-23
1.07020e+03	3.67882e-23	1.07020e+03	1.05245e-21	1.07020e+03	3.11989e-21	1.07020e+03	1.05245e-21	1.07020e+03	1.24100e-23
1.07055e+03	4.16692e-23	1.07055e+03	1.03833e-21	1.07055e+03	3.58599e-21	1.07055e+03	1.03833e-21	1.07055e+03	1.20654e-23
1.07090e+03	4.61362e-23	1.07090e+03	1.02141e-21	1.07090e+03	4.02898e-21	1.07090e+03	1.02141e-21	1.07090e+03	1.16963e-23
1.07125e+03	4.71845e-23	1.07125e+03	1.00018e-21	1.07125e+03	4.18127e-21	1.07125e+03	1.00018e-21	1.07125e+03	1.12867e-23
1.07160e+03	4.37037e-23	1.07160e+03	9.77934e-22	1.07160e+03	3.92987e-21	1.07160e+03	9.77934e-22	1.07160e+03	1.08755e-23
1.07195e+03	3.92130e-23	1.07195e+03	9.58932e-22	1.07195e+03	3.57798e-21	1.07195e+03	9.58932e-22	1.07195e+03	1.05095e-23
1.07230e+03	3.51259e-23	1.07230e+03	9.43570e-22	1.07230e+03	3.25220e-21	1.07230e+03	9.43570e-22	1.07230e+03	1.01912e-23
1.07265e+03	3.63248e-23	1.07265e+03	9.28437e-22	1.07265e+03	3.41266e-21	1.07265e+03	9.28437e-22	1.07265e+03	9.88242e-24
1.07300e+03	3.60356e-23	1.07300e+03	9.10716e-22	1.07300e+03	3.43523e-21	1.07300e+03	9.10716e-22	1.07300e+03	9.55343e-24
1.07335e+03	3.34760e-23	1.07335e+03	8.91436e-22	1.07335e+03	3.23808e-21	1.07335e+03	8.91436e-22	1.07335e+03	9.21587e-24
1.07370e+03	3.31956e-23	1.07370e+03	8.73999e-22	1.07370e+03	3.25808e-21	1.07370e+03	8.73999e-22	1.07370e+03	8.90493e-24
1.07405e+03	3.28001e-23	1.07405e+03	8.60274e-22	1.07405e+03	3.26646e-21	1.07405e+03	8.60274e-22	1.07405e+03	8.63842e-24
1.07440e+03	3.18637e-23	1.07440e+03	8.48939e-22	1.07440e+03	3.21972e-21	1.07440e+03	8.48939e-22	1.07440e+03	8.40147e-24
1.07475e+03	3.21675e-23	1.07475e+03	8.37334e-22	1.07475e+03	3.29801e-21	1.07475e+03	8.37334e-22	1.07475e+03	8.16703e-24
1.07510e+03	3.39155e-23	1.07510e+03	8.24048e-22	1.07510e+03	3.52812e-21	1.07510e+03	8.24048e-22	1.07510e+03	7.92151e-24
1.07545e+03	3.43042e-23	1.07545e+03	8.09467e-22	1.07545e+03	3.62074e-21	1.07545e+03	8.09467e-22	1.07545e+03	7.66918e-24
1.07580e+03	3.68818e-23	1.07580e+03	7.94661e-22	1.07580e+03	3.94970e-21	1.07580e+03	7.94661e-22	1.07580e+03	7.42044e-24
1.07615e+03	3.95399e-23	1.07615e+03	7.80487e-22	1.07615e+03	4.29620e-21	1.07615e+03	7.80487e-22	1.07615e+03	7.18316e-24
1.07650e+03	3.92526e-23	1.07650e+03	7.67435e-22	1.07650e+03	4.32725e-21	1.07650e+03	7.67435e-22	1.07650e+03	6.96142e-24
1.07685e+03	3.91304e-23	1.07685e+03	7.55333e-22	1.07685e+03	4.37670e-21	1.07685e+03	7.55333e-22	1.07685e+03	6.75314e-24
1.07720e+03	3.63304e-23	1.07720e+03	7.42879e-22	1.07720e+03	4.12276e-21	1.07720e+03	7.42879e-22	1.07720e+03	6.54636e-24
1.07755e+03	3.40841e-23	1.07755e+03	7.28214e-22	1.07755e+03	3.92420e-21	1.07755e+03	7.28214e-22	1.07755e+03	6.32498e-24
1.07790e+03	3.28566e-23	1.07790e+03	7.10779e-22	1.07790e+03	3.83794e-21	1.07790e+03	7.10779e-22	1.07790e+03	6.08497e-24
1.07825e+03	3.00608e-23	1.07825e+03	6.92519e-22	1.07825e+03	3.56246e-21	1.07825e+03	6.92519e-22	1.07825e+03	5.84362e-24
1.07860e+03	2.71224e-23	1.07860e+03	6.76502e-22	1.07860e+03	3.26097e-21	1.07860e+03	6.76502e-22	1.07860e+03	5.62665e-24
1.07895e+03	2.75385e-23	1.07895e+03	6.64015e-22	1.07895e+03	3.35911e-21	1.07895e+03	6.64015e-22	1.07895e+03	5.44370e-24
1.07930e+03	3.21802e-23	1.07930e+03	6.53372e-22	1.07930e+03	3.98229e-21	1.07930e+03	6.53372e-22	1.07930e+03	5.27978e-24
1.07965e+03	3.39211e-23	1.07965e+03	6.41848e-22	1.07965e+03	4.25864e-21	1.07965e+03	6.41848e-22	1.07965e+03	5.11247e-24
1.08000e+03	3.18169e-23	1.08000e+03	6.28467e-22	1.08000e+03	4.05240e-21	1.08000e+03	6.28467e-22	1.08000e+03	4.93433e-24
1.08035e+03	2.86632e-23	1.08035e+03	6.14422e-22	1.08035e+03	3.70363e-21	1.08035e+03	6.14422e-22	1.08035e+03	4.75515e-24
1.08070e+03	2.67814e-23	1.08070e+03	6.01130e-22	1.08070e+03	3.51060e-21	1.08070e+03	6.01130e-22	1.08070e+03	4.58586e-24
1.08105e+03	2.48702e-23	1.08105e+03	5.88788e-22	1.08105e+03	3.30725e-21	1.08105e+03	5.88788e-22	1.08105e+03	4.42763e-24
1.08140e+03	2.43487e-23	1.08140e+03	5.77182e-22	1.08140e+03	3.28473e-21	1.08140e+03	5.77182e-22	1.08140e+03	4.27846e-24
1.08175e+03	2.60978e-23	1.08175e+03	5.66961e-22	1.08175e+03	3.57158e-21	1.08175e+03	5.66961e-22	1.08175e+03	4.14282e-24
1.08210e+03	2.95729e-23	1.08210e+03	5.58953e-22	1.08210e+03	4.10563e-21	1.08210e+03	5.58953e-22	1.08210e+03	4.02614e-24
1.08245e+03	3.23363e-23	1.08245e+03	5.52176e-22	1.08245e+03	4.55408e-21	1.08245e+03	5.52176e-22	1.08245e+03	3.92073e-24
1.08280e+03	3.42536e-23	1.08280e+03	5.43761e-22	1.08280e+03	4.89370e-21	1.08280e+03	5.43761e-22	1.08280e+03	3.80607e-24
1.08315e+03	3.46894e-23	1.08315e+03	5.31793e-22	1.08315e+03	5.02741e-21	1.08315e+03	5.31793e-22	1.08315e+03	3.66940e-24
1.08350e+03	3.33232e-23	1.08350e+03	5.17886e-22	1.08350e+03	4.89899e-21	1.08350e+03	5.17886e-22	1.08350e+03	3.52269e-24
1.08385e+03	3.01837e-23	1.08385e+03	5.05846e-22	1.08385e+03	4.50132e-21	1.08385e+03	5.05846e-22	1.08385e+03	3.39196e-24
1.08420e+03	2.54559e-23	1.08420e+03	4.97463e-22	1.08420e+03	3.85089e-21	1.08420e+03	4.97463e-22	1.08420e+03	3.28843e-24
1.08455e+03	1.99759e-23	1.08455e+03	4.90404e-22	1.08455e+03	3.06534e-21	1.08455e+03	4.90404e-22	1.08455e+03	3.19581e-24
1.08490e+03	1.41690e-23	1.08490e+03	4.80993e-22	1.08490e+03	2.20551e-21	1.08490e+03	4.80993e-22	1.08490e+03	3.09007e-24
1.08525e+03	1.07269e-23	1.08525e+03	4.68684e-22	1.08525e+03	1.69370e-21	1.08525e+03	4.68684e-22	1.08525e+03	2.96837e-24
1.08560e+03	8.38924e-24	1.08560e+03	4.56785e-22	1.08560e+03	1.34361e-21	1.08560e+03	4.56785e-22	1.08560e+03	2.85208e-24
1.08595e+03	7.44311e-24	1.08595e+03	4.48525e-22	1.08595e+03	1.20918e-21	1.08595e+03	4.48525e-22	1.08595e+03	2.76091e-24
1.08630e+03	7.19468e-24	1.08630e+03	4.43290e-22	1.08630e+03	1.18557e-21	1.08630e+03	4.43290e-22	1.08630e+03	2.69013e-24
1.08665e+03	6.78795e-24	1.08665e+03	4.37518e-22	1.08665e+03	1.13457e-21	1.08665e+03	4.37518e-22	1.08665e+03	2.61761e-24
1.08700e+03	8.18522e-24	1.08700e+03	4.28892e-22	1.08700e+03	1.38770e-21	1.08700e+03	4.28892e-22	1.08700e+03	2.52979e-24
1.08735e+03	8.89184e-24	1.08735e+03	4.18538e-22	1.08735e+03	1.52906e-21	1.08735e+03	4.18538e-22	1.08735e+03	2.43390e-24
1.08770e+03	9.14502e-24	1.08770e+03	4.08816e-22	1.08770e+03	1.59508e-21	1.08770e+03	4.08816e-22	1.08770e+03	2.34386e-24
1.08805e+03	8.24504e-24	1.08805e+03	4.00022e-22	1.08805e+03	1.45865e-21	1.08805e+03	4.00022e-22	1.08805e+03	2.26113e-24
1.08840e+03	7.83577e-24	1.08840e+03	3.90405e-22	1.08840e+03	1.40603e-21	1.08840e+03	3.90405e-22	1.08840e+03	2.17571e-24
1.08875e+03	6.27599e-24	1.08875e+03	3.79236e-22	1.08875e+03	1.14222e-21	1.08875e+03	3.79236e-22	1.08875e+03	2.08374e-24
1.08910e+03	5.59289e-24	1.08910e+03	3.68538e-22	1.08910e+03	1.03241e-21	1.08910e+03	3.68538e-22	1.08910e+03	1.99648e-24
1.08945e+03	7.24163e-24	1.08945e+03	3.60947e-22	1.08945e+03	1.35580e-21	1.08945e+03	3.60947e-22	1.08945e+03	1.92789e-24
1.08980e+03	9.41131e-24	1.08980e+03	3.56428e-22	1.08980e+03	1.78711e-21	1.08980e+03	3.56428e-22	1.08980e+03	1.87702e-24
1.09015e+03	1.26132e-23	1.09015e+03	3.52138e-22	1.09015e+03	2.42919e-21	1.09015e+03	3.52138e-22	1.09015e+03	1.82842e-24
1.09050e+03	1.38370e-23	1.09050e+03	3.45735e-22	1.09050e+03	2.70279e-21	1.09050e+03	3.45735e-22	1.09050e+03	1.77000e-24
1.09085e+03	1.34429e-23	1.09085e+03	3.37975e-22	1.09085e+03	2.66314e-21	1.09085e+03	3.37975e-22	1.09085e+03	1.70602e-24
1.09120e+03	1.14100e-23	1.09120e+03	3.31456e-22	1.09120e+03	2.29250e-21	1.09120e+03	3.31456e-22	1.09120e+03	1.64969e-24
1.09155e+03	1.04360e-23	1.09155e+03	3.27210e-22	1.09155e+03	2.12657e-21	1.09155e+03	3.27210e-22	1.09155e+03	1.60576e-24
1.09190e+03	1.22261e-23	1.09190e+03	3.23393e-22	1.09190e+03	2.52668e-21	1.09190e+03	3.23393e-22	1.09190e+03	1.56483e-24
1.09225e+03	1.45282e-23	1.09225e+03	3.17505e-22	1.09225e+03	3.04501e-21	1.09225e+03	3.17505e-22	1.09225e+03	1.51486e-24
1.09260e+03	1.91216e-23	1.09260e+03	3.09271e-22	1.09260e+03	4.06454e-21	1.09260e+03	3.09271e-22	1.09260e+03	1.45497e-24
1.09295e+03	2.44148e-23	1.09295e+03	3.00953e-22	1.09295e+03	5.26314e-21	1.09295e+03	3.00953e-22	1.09295e+03	1.39607e-24
1.09330e+03	2.65031e-23	1.09330e+03	2.95176e-22	1.09330e+03	5.79415e-21	1.09330e+03	2.95176e-22	1.09330e+03	1.35017e-24
1.09365e+03	2.39255e-23	1.09365e+03	2.92919e-22	1.09365e+03	5.30458e-21	1.09365e+03	2.92919e-22	1.09365e+03	1.32116e-24
1.09400e+03	1.57797e-23	1.09400e+03	2.93270e-22	1.09400e+03	3.54801e-21	1.09400e+03	2.93270e-22	1.09400e+03	1.30432e-24
1.09435e+03	1.11042e-23	1.09435e+03	2.94159e-22	1.09435e+03	2.53200e-21	1.09435e+03	2.94159e-22	1.09435e+03	1.29005e-24
1.09470e+03	9.11764e-24	1.09470e+03	2.93029e-22	1.09470e+03	2.10835e-21	1.09470e+03	2.93029e-22	1.09470e+03	1.26721e-24
1.09505e+03	1.15734e-23	1.09505e+03	2.87731e-22	1.09505e+03	2.71395e-21	1.09505e+03	2.87731e-22	1.09505e+03	1.22700e-24
1.09540e+03	1.63217e-23	1.09540e+03	2.78105e-22	1.09540e+03	3.88139e-21	1.09540e+03	2.78105e-22	1.09540e+03	1.16947e-24
1.09575e+03	2.45059e-23	1.09575e+03	2.66926e-22	1.09575e+03	5.90971e-21	1.09575e+03	2.66926e-22	1.09575e+03	1.10687e-24
1.09610e+03	3.37304e-23	1.09610e+03	2.58331e-22	1.09610e+03	8.24874e-21	1.09610e+03	2.58331e-22	1.09610e+03	1.05636e-24
1.09645e+03	3.55528e-23	1.09645e+03	2.54296e-22	1.09645e+03	8.81670e-21	1.09645e+03	2.54296e-22	1.09645e+03	1.02543e-24
1.09680e+03	3.25965e-23	1.09680e+03	2.52643e-22	1.09680e+03	8.19720e-21	1.09680e+03	2.52643e-22	1.09680e+03	1.00464e-24
1.09715e+03	2.73704e-23	1.09715e+03	2.49146e-22	1.09715e+03	6.97967e-21	1.09715e+03	2.49146e-22	1.09715e+03	9.77015e-25
1.09750e+03	2.76655e-23	1.09750e+03	2.41874e-22	1.09750e+03	7.15397e-21	1.09750e+03	2.41874e-22	1.09750e+03	9.35366e-25
1.09785e+03	2.65964e-23	1.09785e+03	2.33125e-22	1.09785e+03	6.97399e-21	1.09785e+03	2.33125e-22	1.09785e+03	8.89056e-25
1.09820e+03	2.76663e-23	1.09820e+03	2.26872e-22	1.09820e+03	7.35626e-21	1.09820e+03	2.26872e-22	1.09820e+03	8.53247e-25
1.09855e+03	2.88828e-23	1.09855e+03	2.24686e-22	1.09855e+03	7.78735e-21	1.09855e+03	2.24686e-22	1.09855e+03	8.33349e-25
1.09890e+03	3.08200e-23	1.09890e+03	2.24589e-22	1.09890e+03	8.42602e-21	1.09890e+03	2.24589e-22	1.09890e+03	8.21484e-25
